,State,Median AQI,Year,Measure,Value,Population,per_capita
43,Utah,41.6,2010,Employment,1050.6,2775332,0.3785493050921475
44,Vermont,34.3,2010,Employment,276.1,625879,0.44113958129286973
45,Virginia,36.1,2010,Employment,3156.9,8023699,0.39344696255430317
46,Washington,23.8,2010,Employment,2558.5,6742830,0.3794400867291627
47,West Virginia,43.3,2010,Employment,599.1,1854239,0.3230975079264323
48,Wisconsin,37.9,2010,Employment,2479.9,5690475,0.4357984175310497
49,Wyoming,32.1,2010,Employment,232.2,564487,0.41134693978780734
50,Alabama,42.8,2011,Employment,1615.0,4799069,0.3365236048908653
51,Alaska,22.4,2011,Employment,276.8,722128,0.38331154587552346
52,Arizona,45.8,2011,Employment,2229.4,6472643,0.3444342596988587
53,Arkansas,42.8,2011,Employment,1040.0,2940667,0.3536612612036657
54,California,49.4,2011,Employment,13740.8,37638369,0.3650742676974127
55,Colorado,38.8,2011,Employment,2073.8,5121108,0.40495142847993054
56,Connecticut,39.5,2011,Employment,1514.5,3588283,0.4220681590610328
57,Delaware,44.0,2011,Employment,373.5,907381,0.4116242240029271
58,Florida,38.7,2011,Employment,6652.3,19053237,0.3491427729576869
59,Georgia,46.7,2011,Employment,3482.0,9802431,0.3552180066352928
60,Hawaii,32.2,2011,Employment,514.4,1379329,0.3729349560547194
61,Idaho,25.4,2011,Employment,561.7,1583910,0.35462873521854144
62,Illinois,40.7,2011,Employment,5149.2,12867454,0.400172403958079
63,Indiana,45.7,2011,Employment,2558.1,6516528,0.3925556676807036
64,Iowa,41.2,2011,Employment,1343.3,3066336,0.4380798451311272
65,Kansas,35.4,2011,Employment,1183.7,2869225,0.4125504273802159
66,Kentucky,42.2,2011,Employment,1582.2,4369821,0.3620743275296631
67,Louisiana,42.3,2011,Employment,1661.1,4575625,0.36303237262669036
68,Maine,33.1,2011,Employment,556.4,1328284,0.4188863225033201
69,Maryland,45.3,2011,Employment,2211.8,5839419,0.3787705591943308
70,Massachusetts,40.1,2011,Employment,3096.4,6613583,0.4681879701214909
71,Michigan,37.7,2011,Employment,3590.1,9882412,0.36328175753044906
72,Minnesota,34.0,2011,Employment,2440.4,5346143,0.45647862393505
73,Mississippi,43.4,2011,Employment,917.0,2978731,0.3078492149845018
74,Missouri,45.0,2011,Employment,2421.8,6010275,0.4029432929441665
75,Montana,27.5,2011,Employment,389.7,997316,0.3907487696978691
76,Nebraska,30.3,2011,Employment,849.0,1840672,0.4612445889327376
77,Nevada,33.0,2011,Employment,1048.5,2712730,0.3865110055184261
78,New Hampshire,39.1,2011,Employment,591.5,1320202,0.44803749729208103
79,New Jersey,41.4,2011,Employment,3436.7,8828117,0.38929026427719526
80,New Mexico,32.6,2011,Employment,674.8,2080450,0.32435290441971687
81,New York,37.5,2011,Employment,7703.3,19499241,0.3950564024517672
82,North Carolina,43.7,2011,Employment,3517.0,9657592,0.3641694534206871
83,North Dakota,36.6,2011,Employment,344.5,685225,0.5027545696668977
84,Ohio,42.6,2011,Employment,4651.2,11544663,0.4028874641035429
85,Oklahoma,45.3,2011,Employment,1330.8,3788379,0.35128481073303386
86,Oregon,25.8,2011,Employment,1507.8,3872036,0.3894075365001772
87,Pennsylvania,44.4,2011,Employment,5291.7,12745815,0.41517156807940486
88,Rhode Island,40.0,2011,Employment,430.1,1053649,0.40820045385132997
89,South Carolina,42.9,2011,Employment,1589.6,4671994,0.34024016297966136
90,South Dakota,33.9,2011,Employment,362.4,823579,0.44003064672605785
91,Tennessee,40.2,2011,Employment,2462.8,6399291,0.3848551347328946
92,Texas,41.5,2011,Employment,9583.6,25645629,0.3736933104662787
93,Utah,41.8,2011,Employment,1060.0,2814384,0.3766365925900659
94,Vermont,31.0,2011,Employment,281.1,627049,0.44829032499852484
95,Virginia,33.3,2011,Employment,3188.7,8101155,0.39361054071919377
96,Washington,24.3,2011,Employment,2587.2,6826627,0.37898657711927136
97,West Virginia,39.4,2011,Employment,608.8,1856301,0.3279640532435203
98,Wisconsin,37.4,2011,Employment,2509.9,5705288,0.4399252062297293
99,Wyoming,34.2,2011,Employment,235.6,567299,0.4153012785145047
100,Alabama,40.1,2012,Employment,1634.3,4815588,0.33937703973014305
101,Alaska,22.0,2012,Employment,279.0,730443,0.3819599886644132
102,Arizona,46.6,2012,Employment,2274.6,6554978,0.3470034529482784
103,Arkansas,40.9,2012,Employment,1040.1,2952164,0.35231782516147475
104,California,48.7,2012,Employment,14121.7,37948800,0.37212507378362425
105,Colorado,40.3,2012,Employment,2116.1,5192647,0.4075185546023059
106,Connecticut,42.4,2012,Employment,1538.3,3594547,0.4279537866663031
107,Delaware,43.3,2012,Employment,380.2,915179,0.41543785423398044
108,Florida,36.9,2012,Employment,6819.2,19297822,0.3533663021661201
109,Georgia,43.0,2012,Employment,3549.7,9901430,0.35850377167742437
110,Hawaii,36.2,2012,Employment,533.9,1394804,0.3827777953031394
111,Idaho,24.6,2012,Employment,568.8,1595324,0.35654199397739894
112,Illinois,41.0,2012,Employment,5235.5,12882510,0.40640372101399497
113,Indiana,45.6,2012,Employment,2584.8,6537703,0.3953682203061228
114,Iowa,42.4,2012,Employment,1362.8,3076190,0.44301554845441926
115,Kansas,34.8,2012,Employment,1198.1,2885257,0.4152489708889017
116,Kentucky,42.4,2012,Employment,1592.7,4386346,0.36310405061525014
117,Louisiana,41.3,2012,Employment,1705.3,4600972,0.37063907365661
118,Maine,34.0,2012,Employment,564.5,1327729,0.4251620624389465
119,Maryland,45.3,2012,Employment,2237.4,5886992,0.3800582708452806
120,Massachusetts,38.3,2012,Employment,3150.9,6663005,0.4728947374345359
121,Michigan,40.2,2012,Employment,3653.2,9897145,0.3691165482570984
122,Minnesota,33.4,2012,Employment,2478.5,5376643,0.4609753706913403
123,Mississippi,40.5,2012,Employment,929.1,2983816,0.3113797901747293
124,Missouri,45.2,2012,Employment,2438.0,6024367,0.4046898205238824
125,Montana,28.4,2012,Employment,401.0,1003783,0.39948873411882846
126,Nebraska,33.4,2012,Employment,871.2,1853303,0.4700796361954845
127,Nevada,36.2,2012,Employment,1062.5,2743996,0.3872090192551301
128,New Hampshire,38.1,2012,Employment,599.4,1324232,0.4526397187199826
129,New Jersey,40.6,2012,Employment,3493.4,8844942,0.3949601930685357
130,New Mexico,32.8,2012,Employment,677.6,2087309,0.32462850493146916
131,New York,36.1,2012,Employment,7834.0,19572932,0.4002466263102534
132,North Carolina,40.3,2012,Employment,3566.1,9749476,0.36577350413499143
133,North Dakota,36.5,2012,Employment,376.6,701176,0.5370976759044804
134,Ohio,44.8,2012,Employment,4766.3,11548923,0.41270515008196
135,Oklahoma,43.2,2012,Employment,1378.6,3818814,0.3610021331230063
136,Oregon,27.4,2012,Employment,1543.6,3899001,0.3958962821502226
137,Pennsylvania,44.5,2012,Employment,5326.4,12767118,0.4171967393110959
138,Rhode Island,39.0,2012,Employment,435.3,1054621,0.4127549138505681
139,South Carolina,39.6,2012,Employment,1622.4,4717354,0.3439216136842815
140,South Dakota,38.9,2012,Employment,368.6,833566,0.4421965387263876
141,Tennessee,40.2,2012,Employment,2488.8,6453898,0.38562741462601363
142,Texas,40.2,2012,Employment,9982.4,26084481,0.38269498250703166
143,Utah,44.1,2012,Employment,1101.4,2853375,0.38599903622902704
144,Vermont,30.0,2012,Employment,286.1,626090,0.4569630564295868
145,Virginia,32.5,2012,Employment,3262.0,8185080,0.39853000825892965
146,Washington,26.3,2012,Employment,2652.8,6897058,0.3846277644758098
147,West Virginia,39.9,2012,Employment,618.6,1856872,0.33314089501053384
148,Wisconsin,37.3,2012,Employment,2529.0,5719960,0.44213595899272023
149,Wyoming,36.7,2012,Employment,240.4,576305,0.41714022956594166
150,Alabama,37.4,2013,Employment,1655.3,4830081,0.3427064680695831
151,Alaska,20.4,2013,Employment,285.1,737068,0.3868028458703946
152,Arizona,44.3,2013,Employment,2350.3,6632764,0.35434699621454946
153,Arkansas,37.7,2013,Employment,1033.8,2959400,0.3493275663985943
154,California,49.4,2013,Employment,14561.1,38260787,0.3805750258090614
155,Colorado,39.6,2013,Employment,2176.1,5269035,0.4129978259776221
156,Connecticut,44.0,2013,Employment,1536.9,3594841,0.4275293399624629
157,Delaware,42.0,2013,Employment,387.6,923576,0.4196730967456928
158,Florida,35.0,2013,Employment,7070.4,19545621,0.36173831468439915
159,Georgia,38.4,2013,Employment,3588.0,9972479,0.35979017855038853
160,Hawaii,32.2,2013,Employment,542.5,1408243,0.3852318101350406
161,Idaho,25.5,2013,Employment,582.4,1611206,0.361468365932103
162,Illinois,38.9,2013,Employment,5279.7,12895129,0.40943367065191827
163,Indiana,43.0,2013,Employment,2660.5,6568713,0.4050260682724302
164,Iowa,40.8,2013,Employment,1378.1,3092997,0.4455549100112286
165,Kansas,32.4,2013,Employment,1212.0,2893212,0.41891157647624855
166,Kentucky,38.5,2013,Employment,1602.1,4404659,0.3637284974841412
167,Louisiana,38.6,2013,Employment,1748.3,4624527,0.3780494740326957
168,Maine,34.7,2013,Employment,570.9,1328009,0.4298916648908253
169,Maryland,42.1,2013,Employment,2254.2,5923188,0.38057208381702556
170,Massachusetts,38.3,2013,Employment,3152.7,6713315,0.4696189587409499
171,Michigan,37.9,2013,Employment,3745.2,9913065,0.3778044429245647
172,Minnesota,33.9,2013,Employment,2505.6,5413479,0.4628446882309879
173,Mississippi,37.3,2013,Employment,936.0,2988711,0.3131784906603549
174,Missouri,41.9,2013,Employment,2461.3,6040715,0.40745176688521145
175,Montana,27.7,2013,Employment,403.4,1013569,0.39799954418495437
176,Nebraska,27.0,2013,Employment,882.9,1865279,0.47333401598366787
177,Nevada,37.5,2013,Employment,1085.2,2775970,0.39092641491082397
178,New Hampshire,37.9,2013,Employment,607.4,1326622,0.4578546111854017
179,New Jersey,39.1,2013,Employment,3495.3,8856972,0.3946382578605871
180,New Mexico,33.5,2013,Employment,686.7,2092273,0.3282076478547494
181,New York,35.4,2013,Employment,8031.7,19624447,0.40927013128064194
182,North Carolina,37.2,2013,Employment,3617.9,9843336,0.3675481564380206
183,North Dakota,36.7,2013,Employment,390.9,722036,0.5413857480790432
184,Ohio,40.2,2013,Employment,4818.5,11576684,0.4162245423646357
185,Oklahoma,39.3,2013,Employment,1408.9,3853214,0.36564281142962735
186,Oregon,31.6,2013,Employment,1568.9,3922468,0.39997776909843497
187,Pennsylvania,42.5,2013,Employment,5337.4,12776309,0.41775758554368086
188,Rhode Island,39.3,2013,Employment,443.0,1055081,0.4198729765771538
189,South Carolina,35.8,2013,Employment,1670.1,4764080,0.35056086379741735
190,South Dakota,37.4,2013,Employment,372.7,842316,0.4424705217519316
191,Tennessee,38.4,2013,Employment,2564.4,6494340,0.3948669148828056
192,Texas,38.6,2013,Employment,10226.1,26480266,0.38617814488721525
193,Utah,44.7,2013,Employment,1146.9,2897640,0.3958048618876051
194,Vermont,30.2,2013,Employment,288.2,626210,0.4602289966624615
195,Virginia,31.1,2013,Employment,3273.6,8252427,0.39668330298468557
196,Washington,27.4,2013,Employment,2687.1,6963985,0.3858566610927508
197,West Virginia,36.0,2013,Employment,624.9,1853914,0.3370706516051985
198,Wisconsin,35.4,2013,Employment,2576.2,5736754,0.4490692820364966
199,Wyoming,36.7,2013,Employment,241.9,582122,0.4155486306994067
200,Alabama,38.2,2014,Employment,1668.0,4841799,0.3445000504977592
201,Alaska,23.4,2014,Employment,285.0,736283,0.38707942462341244
202,Arizona,43.6,2014,Employment,2386.7,6730413,0.3546141967810891
203,Arkansas,36.2,2014,Employment,1041.4,2967392,0.3509479030744843
204,California,48.9,2014,Employment,14992.7,38596972,0.38844238869308195
205,Colorado,36.5,2014,Employment,2240.5,5350101,0.4187771408427617
206,Connecticut,41.9,2014,Employment,1556.8,3594524,0.43310324259902006
207,Delaware,44.7,2014,Employment,393.8,932487,0.4223115174796003
208,Florida,36.5,2014,Employment,7325.9,19845911,0.3691390130692413
209,Georgia,40.9,2014,Employment,3730.0,10067278,0.37050730098046364
210,Hawaii,30.2,2014,Employment,556.0,1414538,0.3930611973662072
211,Idaho,26.6,2014,Employment,595.3,1631112,0.36496574116308383
212,Illinois,39.0,2014,Employment,5364.3,12884493,0.4163376859299004
213,Indiana,42.4,2014,Employment,2702.3,6593644,0.4098340765743495
214,Iowa,38.5,2014,Employment,1384.8,3109350,0.4453663949056877
215,Kansas,32.3,2014,Employment,1216.5,2900475,0.4194140614899284
216,Kentucky,39.0,2014,Employment,1634.0,4414349,0.370156505523238
217,Louisiana,38.2,2014,Employment,1785.4,4644013,0.38445198150823434
218,Maine,34.4,2014,Employment,568.5,1330513,0.4272788014848408
219,Maryland,43.1,2014,Employment,2260.5,5957283,0.3794515049897747
220,Massachusetts,38.5,2014,Employment,3219.3,6762596,0.4760449981042783
221,Michigan,38.5,2014,Employment,3793.1,9929848,0.3819897343846552
222,Minnesota,31.8,2014,Employment,2551.5,5451079,0.46807246785452933
223,Mississippi,38.2,2014,Employment,945.1,2990468,0.3160374897842077
224,Missouri,40.2,2014,Employment,2487.4,6056202,0.4107194575081875
225,Montana,27.1,2014,Employment,409.3,1021869,0.4005405780975839
226,Nebraska,25.5,2014,Employment,885.0,1879321,0.4709147612355739
227,Nevada,41.0,2014,Employment,1124.5,2817628,0.3990945575498256
228,New Hampshire,37.6,2014,Employment,611.5,1333341,0.45862236292141323
229,New Jersey,39.6,2014,Employment,3549.2,8864525,0.4003824231980845
230,New Mexico,33.1,2014,Employment,688.1,2089568,0.32930251611816413
231,New York,35.2,2014,Employment,8190.1,19651049,0.41677673288586276
232,North Carolina,39.8,2014,Employment,3688.7,9932887,0.37136232396482516
233,North Dakota,34.9,2014,Employment,405.0,737401,0.5492262690178071
234,Ohio,40.4,2014,Employment,4879.9,11602700,0.42058314013117637
235,Oklahoma,39.0,2014,Employment,1438.4,3878187,0.37089495684452556
236,Oregon,27.7,2014,Employment,1619.9,3963244,0.40873082757458284
237,Pennsylvania,42.8,2014,Employment,5403.5,12788313,0.4225342310592492
238,Rhode Island,37.0,2014,Employment,454.6,1055936,0.43051851627371357
239,South Carolina,38.1,2014,Employment,1716.2,4823617,0.3557911003298977
240,South Dakota,33.2,2014,Employment,374.6,849129,0.44115793948858184
241,Tennessee,38.1,2014,Employment,2614.0,6541223,0.39961945954143435
242,Texas,37.7,2014,Employment,10596.7,26964333,0.3929895095124363
243,Utah,41.4,2014,Employment,1166.2,2936879,0.3970882014546735
244,Vermont,29.0,2014,Employment,285.3,625214,0.4563237547463748
245,Virginia,31.8,2014,Employment,3305.2,8310993,0.3976901436446884
246,Washington,25.2,2014,Employment,2733.7,7054655,0.3875030033360951
247,West Virginia,35.3,2014,Employment,620.1,1849489,0.335281799459202
248,Wisconsin,38.4,2014,Employment,2607.3,5751525,0.4533232490513386
249,Wyoming,35.1,2014,Employment,251.2,582531,0.4312216860561927
250,Alabama,39.3,2015,Employment,1690.1,4852347,0.34830567558338266
251,Alaska,23.1,2015,Employment,282.3,737498,0.3827806990663026
252,Arizona,40.5,2015,Employment,2456.4,6829676,0.3596656708165951
253,Arkansas,35.1,2015,Employment,1074.6,2978048,0.3608403894094387
254,California,49.4,2015,Employment,15362.9,38918045,0.39475004461298097
255,Colorado,35.5,2015,Employment,2310.8,5450623,0.4239515372829858
256,Connecticut,41.0,2015,Employment,1572.1,3587122,0.43826220574599917
257,Delaware,43.7,2015,Employment,402.4,941252,0.4275156918657278
258,Florida,34.7,2015,Employment,7589.7,20209042,0.37555961336514615
259,Georgia,37.8,2015,Employment,3824.3,10178447,0.3757252948313235
260,Hawaii,32.8,2015,Employment,562.9,1422052,0.3958364391738136
261,Idaho,24.8,2015,Employment,617.1,1651059,0.37376011396321995
262,Illinois,39.5,2015,Employment,5470.6,12858913,0.42543253850461543
263,Indiana,40.0,2015,Employment,2773.8,6608422,0.4197371172724744
264,Iowa,37.3,2015,Employment,1416.2,3120960,0.4537706346765098
265,Kansas,32.2,2015,Employment,1243.7,2909011,0.4275336188140918
266,Kentucky,39.3,2015,Employment,1671.9,4425976,0.3777471906761356
267,Louisiana,36.7,2015,Employment,1786.6,4664628,0.38301017787484876
268,Maine,33.8,2015,Employment,590.1,1328262,0.444264761018534
269,Maryland,43.4,2015,Employment,2292.9,5985562,0.38307179843764044
270,Massachusetts,36.2,2015,Employment,3253.8,6794228,0.47890650711162475
271,Michigan,38.4,2015,Employment,3907.0,9931715,0.39338623792567545
272,Minnesota,31.4,2015,Employment,2607.3,5482032,0.4756083145811626
273,Mississippi,35.6,2015,Employment,959.6,2988471,0.32110065648955605
274,Missouri,39.0,2015,Employment,2558.9,6071732,0.4214448200282885
275,Montana,28.5,2015,Employment,416.6,1030475,0.40427957980542956
276,Nebraska,26.0,2015,Employment,891.2,1891277,0.4712160090774646
277,Nevada,39.6,2015,Employment,1174.0,2866939,0.40949598160267797
278,New Hampshire,37.4,2015,Employment,619.9,1336350,0.4638754817226026
279,New Jersey,39.6,2015,Employment,3595.4,8867949,0.40543760456899336
280,New Mexico,30.2,2015,Employment,691.9,2089291,0.33116497414673207
281,New York,35.7,2015,Employment,8402.2,19654666,0.427491365154717
282,North Carolina,38.8,2015,Employment,3817.3,10031646,0.3805257880910072
283,North Dakota,32.8,2015,Employment,395.5,754066,0.5244898987621773
284,Ohio,39.1,2015,Employment,4983.4,11617527,0.42895531897623307
285,Oklahoma,35.7,2015,Employment,1434.8,3909500,0.36700345312699834
286,Oregon,28.9,2015,Employment,1662.8,4015792,0.41406527031280504
287,Pennsylvania,42.6,2015,Employment,5458.4,12784826,0.42694362832939614
288,Rhode Island,39.7,2015,Employment,457.5,1056065,0.43321197085406676
289,South Carolina,35.9,2015,Employment,1786.0,4891938,0.3650904815228648
290,South Dakota,33.3,2015,Employment,382.8,853988,0.4482498583118264
291,Tennessee,36.3,2015,Employment,2668.0,6591170,0.40478397613777223
292,Texas,37.1,2015,Employment,10870.5,27470056,0.3957217997662619
293,Utah,40.5,2015,Employment,1211.4,2981835,0.4062599037170065
294,Vermont,29.0,2015,Employment,291.6,625216,0.4663988125703757
295,Virginia,32.2,2015,Employment,3344.3,8361808,0.3999493889359813
296,Washington,27.2,2015,Employment,2821.5,7163657,0.3938630785924005
297,West Virginia,35.7,2015,Employment,619.6,1842050,0.3363643766455851
298,Wisconsin,37.6,2015,Employment,2636.7,5760940,0.4576857248990616
299,Wyoming,34.8,2015,Employment,244.8,585613,0.41802350699181884
300,Alabama,39.4,2016,Employment,1724.3,4863525,0.3545370898679456
301,Alaska,24.1,2016,Employment,278.5,741456,0.3756123087546665
302,Arizona,42.5,2016,Employment,2538.4,6941072,0.36570719911852234
303,Arkansas,36.4,2016,Employment,1095.5,2989918,0.3663980082396909
304,California,46.4,2016,Employment,15796.6,39167117,0.4033128095693129
305,Colorado,35.2,2016,Employment,2362.0,5539215,0.4264142121221148
306,Connecticut,40.2,2016,Employment,1601.7,3578141,0.4476346795724372
307,Delaware,41.3,2016,Employment,409.1,948921,0.4311212419158181
308,Florida,37.2,2016,Employment,7870.0,20613477,0.3817890596525758
309,Georgia,38.5,2016,Employment,3964.8,10301890,0.38486141863289164
310,Hawaii,31.8,2016,Employment,571.9,1427559,0.40061391508161837
311,Idaho,24.6,2016,Employment,634.7,1682380,0.37726316290017714
312,Illinois,38.4,2016,Employment,5493.7,12820527,0.42850812607001254
313,Indiana,37.8,2016,Employment,2801.6,6634304,0.4222899644031989
314,Iowa,35.6,2016,Employment,1422.3,3131371,0.4542099930030648
315,Kansas,31.9,2016,Employment,1231.4,2910844,0.42303881623336737
316,Kentucky,39.8,2016,Employment,1702.7,4438182,0.38364807932617456
317,Louisiana,37.2,2016,Employment,1772.1,4678135,0.37880480148606227
318,Maine,32.1,2016,Employment,598.6,1331317,0.4496299528962674
319,Maryland,41.2,2016,Employment,2326.9,6003323,0.3876019997591334
320,Massachusetts,35.8,2016,Employment,3317.9,6823608,0.4862383653926193
321,Michigan,36.7,2016,Employment,3985.8,9950571,0.40055992766646253
322,Minnesota,28.6,2016,Employment,2648.8,5522744,0.47961665432980416
323,Mississippi,36.9,2016,Employment,964.7,2987938,0.32286479839943133
324,Missouri,37.6,2016,Employment,2590.4,6087135,0.4255532364568882
325,Montana,26.7,2016,Employment,423.6,1040859,0.4069715494605898
326,Nebraska,25.4,2016,Employment,899.3,1905616,0.4719208906726224
327,Nevada,36.8,2016,Employment,1207.2,2917563,0.41376998542962057
328,New Hampshire,36.0,2016,Employment,627.5,1342307,0.4674787511351725
329,New Jersey,39.6,2016,Employment,3671.6,8870827,0.41389602119396535
330,New Mexico,30.6,2016,Employment,695.0,2091630,0.3322767411062186
331,New York,34.8,2016,Employment,8511.6,19633428,0.43352592323663497
332,North Carolina,39.1,2016,Employment,3917.9,10154788,0.385818000336393
333,North Dakota,29.9,2016,Employment,374.5,754434,0.4963986246643179
334,Ohio,38.3,2016,Employment,4978.8,11634370,0.4279389429767147
335,Oklahoma,36.2,2016,Employment,1435.7,3926331,0.36565944134613204
336,Oregon,24.6,2016,Employment,1728.9,4089976,0.4227164169178499
337,Pennsylvania,41.4,2016,Employment,5521.1,12782275,0.43193406494540293
338,Rhode Island,37.0,2016,Employment,457.9,1056770,0.4333014752500544
339,South Carolina,37.3,2016,Employment,1826.7,4957968,0.368437230736463
340,South Dakota,30.9,2016,Employment,387.6,862996,0.44913302031527375
341,Tennessee,36.6,2016,Employment,2745.7,6646010,0.4131350991045755
342,Texas,36.2,2016,Employment,10989.0,27914410,0.393667643342632
343,Utah,39.5,2016,Employment,1268.0,3041868,0.4168491203431576
344,Vermont,29.0,2016,Employment,290.3,623657,0.46548022390512733
345,Virginia,30.0,2016,Employment,3380.1,8410106,0.4019093219514712
346,Washington,24.1,2016,Employment,2905.8,7294771,0.39834012609854375
347,West Virginia,35.4,2016,Employment,602.9,1831023,0.32926948487266405
348,Wisconsin,36.0,2016,Employment,2705.2,5772628,0.4686253817152257
349,Wyoming,37.3,2016,Employment,234.7,584215,0.4017356623845673
350,Alabama,38.4,2017,Employment,1746.5,4874486,0.358294187325597
351,Alaska,22.0,2017,Employment,274.1,739700,0.3705556306610788
352,Arizona,44.2,2017,Employment,2592.1,7044008,0.3679865213100269
353,Arkansas,37.1,2017,Employment,1109.4,3001345,0.3696342806308505
354,California,49.0,2017,Employment,16138.7,39358497,0.41004360506957366
355,Colorado,36.4,2017,Employment,2423.9,5611885,0.4319226071097323
356,Connecticut,38.2,2017,Employment,1573.1,3573297,0.4402376852525833
357,Delaware,41.3,2017,Employment,409.6,956823,0.4280833550196849
358,Florida,37.0,2017,Employment,7989.1,20963613,0.38109365976179777
359,Georgia,37.2,2017,Employment,4070.6,10410330,0.3910154625261639
360,Hawaii,28.8,2017,Employment,572.3,1424393,0.40178518147730297
361,Idaho,28.4,2017,Employment,653.3,1717715,0.3803308465024757
362,Illinois,40.8,2017,Employment,5532.3,12778828,0.4329270258587094
363,Indiana,38.3,2017,Employment,2827.7,6658078,0.42470214377182125
364,Iowa,36.8,2017,Employment,1415.1,3141550,0.45044643567665643
365,Kansas,32.6,2017,Employment,1243.5,2908718,0.4275079261722862
366,Kentucky,39.5,2017,Employment,1717.6,4452268,0.38578090986436575
367,Louisiana,36.4,2017,Employment,1789.9,4670560,0.3832302764550718
368,Maine,33.8,2017,Employment,604.0,1334612,0.4525659892163415
369,Maryland,40.9,2017,Employment,2386.8,6023868,0.3962238216375259
370,Massachusetts,37.5,2017,Employment,3379.7,6859789,0.4926827924299129
371,Michigan,36.6,2017,Employment,4010.1,9973114,0.40209106202937217
372,Minnesota,31.6,2017,Employment,2687.2,5566230,0.4827684087793713
373,Mississippi,35.8,2017,Employment,981.7,2988510,0.32849145560831317
374,Missouri,39.8,2017,Employment,2609.1,6106670,0.4272541335949052
375,Montana,30.9,2017,Employment,422.9,1052482,0.4018120974990546
376,Nebraska,28.9,2017,Employment,913.0,1915947,0.47652675152287616
377,Nevada,38.1,2017,Employment,1250.7,2969905,0.42112458142600523
378,New Hampshire,36.0,2017,Employment,631.3,1348787,0.46805018138520016
379,New Jersey,38.4,2017,Employment,3710.2,8885525,0.4175555186665954
380,New Mexico,31.9,2017,Employment,709.5,2091784,0.3391841605060561
381,New York,34.4,2017,Employment,8611.9,19589572,0.43961654700776515
382,North Carolina,38.9,2017,Employment,3952.4,10268233,0.384915301396063
383,North Dakota,33.0,2017,Employment,372.0,754942,0.49275308566750825
384,Ohio,37.5,2017,Employment,5029.7,11659650,0.4313765850604435
385,Oklahoma,36.8,2017,Employment,1441.9,3931316,0.366772856722787
386,Oregon,28.7,2017,Employment,1758.7,4143625,0.4244351262481523
387,Pennsylvania,41.5,2017,Employment,5551.4,12787641,0.43412229042088374
