,State,Median AQI,Year,Units,Value
1318,New York,36.1,2009,Index (2012=100),94.058
1328,North Carolina,39.3,2009,Index (2012=100),98.043
1338,North Dakota,30.6,2009,Index (2012=100),75.633
1348,Ohio,40.1,2009,Index (2012=100),95.249
1358,Oklahoma,40.6,2009,Index (2012=100),93.297
1368,Oregon,30.3,2009,Index (2012=100),95.160
1378,Pennsylvania,41.6,2009,Index (2012=100),93.618
1388,Rhode Island,36.3,2009,Index (2012=100),95.946
1398,South Carolina,36.6,2009,Index (2012=100),94.583
1408,South Dakota,33.4,2009,Index (2012=100),90.842
1418,Tennessee,35.2,2009,Index (2012=100),93.224
1428,Texas,38.6,2009,Index (2012=100),94.634
1438,Utah,42.0,2009,Index (2012=100),95.438
1448,Vermont,34.3,2009,Index (2012=100),94.142
1458,Virginia,31.2,2009,Index (2012=100),97.314
1468,Washington,28.0,2009,Index (2012=100),92.696
1478,West Virginia,40.1,2009,Index (2012=100),98.631
1488,Wisconsin,36.4,2009,Index (2012=100),92.363
1498,Wyoming,30.3,2009,Index (2012=100),109.830
1508,Alabama,46.2,2010,Index (2012=100),97.088
1518,Alaska,19.8,2010,Index (2012=100),96.901
1528,Arizona,42.9,2010,Index (2012=100),96.193
1538,Arkansas,43.7,2010,Index (2012=100),99.136
1548,California,45.3,2010,Index (2012=100),98.467
1558,Colorado,36.5,2010,Index (2012=100),99.402
1568,Connecticut,39.8,2010,Index (2012=100),103.619
1578,Delaware,46.7,2010,Index (2012=100),99.113
1588,Florida,40.4,2010,Index (2012=100),101.953
1598,Georgia,46.3,2010,Index (2012=100),99.174
1608,Hawaii,40.3,2010,Index (2012=100),99.171
1618,Idaho,28.2,2010,Index (2012=100),102.087
1628,Illinois,40.2,2010,Index (2012=100),97.270
1638,Indiana,47.5,2010,Index (2012=100),101.602
1648,Iowa,39.4,2010,Index (2012=100),96.544
1658,Kansas,33.4,2010,Index (2012=100),96.492
1668,Kentucky,43.8,2010,Index (2012=100),98.143
1678,Louisiana,42.2,2010,Index (2012=100),109.083
1688,Maine,34.1,2010,Index (2012=100),101.623
1698,Maryland,46.4,2010,Index (2012=100),100.322
1708,Massachusetts,38.8,2010,Index (2012=100),98.594
1718,Michigan,38.3,2010,Index (2012=100),97.843
1728,Minnesota,33.1,2010,Index (2012=100),98.918
1738,Mississippi,44.3,2010,Index (2012=100),97.493
1748,Missouri,43.9,2010,Index (2012=100),100.778
1758,Montana,27.9,2010,Index (2012=100),98.929
1768,Nebraska,29.8,2010,Index (2012=100),95.866
1778,Nevada,32.6,2010,Index (2012=100),101.460
1788,New Hampshire,38.3,2010,Index (2012=100),99.568
1798,New Jersey,40.8,2010,Index (2012=100),100.283
1808,New Mexico,30.3,2010,Index (2012=100),100.459
1818,New York,37.1,2010,Index (2012=100),98.085
1828,North Carolina,44.1,2010,Index (2012=100),101.065
1838,North Dakota,34.4,2010,Index (2012=100),80.819
1848,Ohio,46.4,2010,Index (2012=100),98.788
1858,Oklahoma,40.2,2010,Index (2012=100),93.425
1868,Oregon,25.4,2010,Index (2012=100),99.299
1878,Pennsylvania,45.2,2010,Index (2012=100),97.397
1888,Rhode Island,39.3,2010,Index (2012=100),99.804
1898,South Carolina,40.8,2010,Index (2012=100),98.560
1908,South Dakota,34.7,2010,Index (2012=100),93.184
1918,Tennessee,41.3,2010,Index (2012=100),95.997
1928,Texas,38.2,2010,Index (2012=100),97.199
1938,Utah,41.6,2010,Index (2012=100),98.957
1948,Vermont,34.3,2010,Index (2012=100),99.613
1958,Virginia,36.1,2010,Index (2012=100),101.218
1968,Washington,23.8,2010,Index (2012=100),97.050
1978,West Virginia,43.3,2010,Index (2012=100),101.336
1988,Wisconsin,37.9,2010,Index (2012=100),96.936
1998,Wyoming,32.1,2010,Index (2012=100),107.710
2008,Alabama,42.8,2011,Index (2012=100),99.537
2018,Alaska,22.4,2011,Index (2012=100),94.559
2028,Arizona,45.8,2011,Index (2012=100),99.081
2038,Arkansas,42.8,2011,Index (2012=100),99.682
2048,California,49.4,2011,Index (2012=100),99.195
2058,Colorado,38.8,2011,Index (2012=100),99.166
2068,Connecticut,39.5,2011,Index (2012=100),99.922
2078,Delaware,44.0,2011,Index (2012=100),102.380
2088,Florida,38.7,2011,Index (2012=100),101.250
2098,Georgia,46.7,2011,Index (2012=100),100.062
2108,Hawaii,32.2,2011,Index (2012=100),100.939
2118,Idaho,25.4,2011,Index (2012=100),100.962
2128,Illinois,40.7,2011,Index (2012=100),98.500
2138,Indiana,45.7,2011,Index (2012=100),100.030
2148,Iowa,41.2,2011,Index (2012=100),96.076
2158,Kansas,35.4,2011,Index (2012=100),98.150
2168,Kentucky,42.2,2011,Index (2012=100),98.717
2178,Louisiana,42.3,2011,Index (2012=100),102.184
2188,Maine,33.1,2011,Index (2012=100),101.135
2198,Maryland,45.3,2011,Index (2012=100),100.567
2208,Massachusetts,40.1,2011,Index (2012=100),98.447
2218,Michigan,37.7,2011,Index (2012=100),98.583
2228,Minnesota,34.0,2011,Index (2012=100),100.157
2238,Mississippi,43.4,2011,Index (2012=100),98.511
2248,Missouri,45.0,2011,Index (2012=100),98.640
2258,Montana,27.5,2011,Index (2012=100),101.077
2268,Nebraska,30.3,2011,Index (2012=100),99.573
2278,Nevada,33.0,2011,Index (2012=100),101.804
2288,New Hampshire,39.1,2011,Index (2012=100),99.399
2298,New Jersey,41.4,2011,Index (2012=100),98.824
2308,New Mexico,32.6,2011,Index (2012=100),98.943
2318,New York,37.5,2011,Index (2012=100),96.869
2328,North Carolina,43.7,2011,Index (2012=100),100.377
2338,North Dakota,36.6,2011,Index (2012=100),88.439
2348,Ohio,42.6,2011,Index (2012=100),101.199
2358,Oklahoma,45.3,2011,Index (2012=100),96.821
2368,Oregon,25.8,2011,Index (2012=100),100.676
2378,Pennsylvania,44.4,2011,Index (2012=100),98.314
2388,Rhode Island,40.0,2011,Index (2012=100),99.363
2398,South Carolina,42.9,2011,Index (2012=100),100.861
2408,South Dakota,33.9,2011,Index (2012=100),96.606
2418,Tennessee,40.2,2011,Index (2012=100),97.107
2428,Texas,41.5,2011,Index (2012=100),98.477
2438,Utah,41.8,2011,Index (2012=100),101.668
2448,Vermont,31.0,2011,Index (2012=100),99.907
2458,Virginia,33.3,2011,Index (2012=100),101.368
2468,Washington,24.3,2011,Index (2012=100),98.350
2478,West Virginia,39.4,2011,Index (2012=100),102.135
2488,Wisconsin,37.4,2011,Index (2012=100),98.470
2498,Wyoming,34.2,2011,Index (2012=100),104.780
2508,Alabama,40.1,2012,Index (2012=100),100.000
2518,Alaska,22.0,2012,Index (2012=100),100.000
2528,Arizona,46.6,2012,Index (2012=100),100.000
2538,Arkansas,40.9,2012,Index (2012=100),100.000
2548,California,48.7,2012,Index (2012=100),100.000
2558,Colorado,40.3,2012,Index (2012=100),100.000
2568,Connecticut,42.4,2012,Index (2012=100),100.000
2578,Delaware,43.3,2012,Index (2012=100),100.000
2588,Florida,36.9,2012,Index (2012=100),100.000
2598,Georgia,43.0,2012,Index (2012=100),100.000
2608,Hawaii,36.2,2012,Index (2012=100),100.000
2618,Idaho,24.6,2012,Index (2012=100),100.000
2628,Illinois,41.0,2012,Index (2012=100),100.000
2638,Indiana,45.6,2012,Index (2012=100),100.000
2648,Iowa,42.4,2012,Index (2012=100),100.000
2658,Kansas,34.8,2012,Index (2012=100),100.000
2668,Kentucky,42.4,2012,Index (2012=100),100.000
2678,Louisiana,41.3,2012,Index (2012=100),100.000
2688,Maine,34.0,2012,Index (2012=100),100.000
2698,Maryland,45.3,2012,Index (2012=100),100.000
2708,Massachusetts,38.3,2012,Index (2012=100),100.000
2718,Michigan,40.2,2012,Index (2012=100),100.000
2728,Minnesota,33.4,2012,Index (2012=100),100.000
2738,Mississippi,40.5,2012,Index (2012=100),100.000
2748,Missouri,45.2,2012,Index (2012=100),100.000
2758,Montana,28.4,2012,Index (2012=100),100.000
2768,Nebraska,33.4,2012,Index (2012=100),100.000
2778,Nevada,36.2,2012,Index (2012=100),100.000
2788,New Hampshire,38.1,2012,Index (2012=100),100.000
2798,New Jersey,40.6,2012,Index (2012=100),100.000
2808,New Mexico,32.8,2012,Index (2012=100),100.000
2818,New York,36.1,2012,Index (2012=100),100.000
2828,North Carolina,40.3,2012,Index (2012=100),100.000
2838,North Dakota,36.5,2012,Index (2012=100),100.000
2848,Ohio,44.8,2012,Index (2012=100),100.000
2858,Oklahoma,43.2,2012,Index (2012=100),100.000
2868,Oregon,27.4,2012,Index (2012=100),100.000
2878,Pennsylvania,44.5,2012,Index (2012=100),100.000
2888,Rhode Island,39.0,2012,Index (2012=100),100.000
2898,South Carolina,39.6,2012,Index (2012=100),100.000
2908,South Dakota,38.9,2012,Index (2012=100),100.000
2918,Tennessee,40.2,2012,Index (2012=100),100.000
2928,Texas,40.2,2012,Index (2012=100),100.000
2938,Utah,44.1,2012,Index (2012=100),100.000
2948,Vermont,30.0,2012,Index (2012=100),100.000
2958,Virginia,32.5,2012,Index (2012=100),100.000
2968,Washington,26.3,2012,Index (2012=100),100.000
2978,West Virginia,39.9,2012,Index (2012=100),100.000
2988,Wisconsin,37.3,2012,Index (2012=100),100.000
2998,Wyoming,36.7,2012,Index (2012=100),100.000
3008,Alabama,37.4,2013,Index (2012=100),99.883
3018,Alaska,20.4,2013,Index (2012=100),92.604
3028,Arizona,44.3,2013,Index (2012=100),97.204
3038,Arkansas,37.7,2013,Index (2012=100),102.155
3048,California,49.4,2013,Index (2012=100),100.626
3058,Colorado,39.6,2013,Index (2012=100),101.330
3068,Connecticut,44.0,2013,Index (2012=100),97.859
3078,Delaware,42.0,2013,Index (2012=100),93.933
3088,Florida,35.0,2013,Index (2012=100),99.116
3098,Georgia,38.4,2013,Index (2012=100),101.404
3108,Hawaii,32.2,2013,Index (2012=100),100.929
3118,Idaho,25.5,2013,Index (2012=100),102.203
3128,Illinois,38.9,2013,Index (2012=100),98.360
3138,Indiana,43.0,2013,Index (2012=100),99.106
3148,Iowa,40.8,2013,Index (2012=100),97.236
3158,Kansas,32.4,2013,Index (2012=100),97.645
3168,Kentucky,38.5,2013,Index (2012=100),100.852
3178,Louisiana,38.6,2013,Index (2012=100),94.494
3188,Maine,34.7,2013,Index (2012=100),98.390
3198,Maryland,42.1,2013,Index (2012=100),99.825
3208,Massachusetts,38.3,2013,Index (2012=100),100.370
3218,Michigan,37.9,2013,Index (2012=100),99.376
3228,Minnesota,33.9,2013,Index (2012=100),101.930
3238,Mississippi,37.3,2013,Index (2012=100),97.693
3248,Missouri,41.9,2013,Index (2012=100),99.995
3258,Montana,27.7,2013,Index (2012=100),101.030
3268,Nebraska,27.0,2013,Index (2012=100),98.903
3278,Nevada,37.5,2013,Index (2012=100),98.604
3288,New Hampshire,37.9,2013,Index (2012=100),100.272
3298,New Jersey,39.1,2013,Index (2012=100),101.647
3308,New Mexico,33.5,2013,Index (2012=100),97.610
3318,New York,35.4,2013,Index (2012=100),97.447
3328,North Carolina,37.2,2013,Index (2012=100),100.583
3338,North Dakota,36.7,2013,Index (2012=100),102.848
3348,Ohio,40.2,2013,Index (2012=100),101.290
3358,Oklahoma,39.3,2013,Index (2012=100),100.042
3368,Oregon,31.6,2013,Index (2012=100),99.510
3378,Pennsylvania,42.5,2013,Index (2012=100),101.297
3388,Rhode Island,39.3,2013,Index (2012=100),99.354
3398,South Carolina,35.8,2013,Index (2012=100),99.275
3408,South Dakota,37.4,2013,Index (2012=100),97.787
3418,Tennessee,38.4,2013,Index (2012=100),98.268
3428,Texas,38.6,2013,Index (2012=100),102.465
3438,Utah,44.7,2013,Index (2012=100),99.432
3448,Vermont,30.2,2013,Index (2012=100),96.550
3458,Virginia,31.1,2013,Index (2012=100),100.646
3468,Washington,27.4,2013,Index (2012=100),102.216
3478,West Virginia,36.0,2013,Index (2012=100),100.007
3488,Wisconsin,35.4,2013,Index (2012=100),99.196
3498,Wyoming,36.7,2013,Index (2012=100),98.722
3508,Alabama,38.2,2014,Index (2012=100),98.617
3518,Alaska,23.4,2014,Index (2012=100),90.157
3528,Arizona,43.6,2014,Index (2012=100),97.901
3538,Arkansas,36.2,2014,Index (2012=100),103.247
3548,California,48.9,2014,Index (2012=100),101.544
3558,Colorado,36.5,2014,Index (2012=100),103.482
3568,Connecticut,41.9,2014,Index (2012=100),96.446
3578,Delaware,44.7,2014,Index (2012=100),101.406
3588,Florida,36.5,2014,Index (2012=100),99.074
3598,Georgia,40.9,2014,Index (2012=100),101.709
3608,Hawaii,30.2,2014,Index (2012=100),99.136
3618,Idaho,26.6,2014,Index (2012=100),103.317
3628,Illinois,39.0,2014,Index (2012=100),99.914
3638,Indiana,42.4,2014,Index (2012=100),101.217
3648,Iowa,38.5,2014,Index (2012=100),103.640
3658,Kansas,32.3,2014,Index (2012=100),102.285
3668,Kentucky,39.0,2014,Index (2012=100),99.935
3678,Louisiana,38.2,2014,Index (2012=100),96.623
3688,Maine,34.4,2014,Index (2012=100),100.446
3698,Maryland,43.1,2014,Index (2012=100),101.738
3708,Massachusetts,38.5,2014,Index (2012=100),100.068
3718,Michigan,38.5,2014,Index (2012=100),100.022
3728,Minnesota,31.8,2014,Index (2012=100),103.932
3738,Mississippi,38.2,2014,Index (2012=100),97.538
3748,Missouri,40.2,2014,Index (2012=100),99.454
3758,Montana,27.1,2014,Index (2012=100),101.785
3768,Nebraska,25.5,2014,Index (2012=100),103.207
3778,Nevada,41.0,2014,Index (2012=100),95.832
3788,New Hampshire,37.6,2014,Index (2012=100),101.774
3798,New Jersey,39.6,2014,Index (2012=100),99.967
3808,New Mexico,33.1,2014,Index (2012=100),100.931
3818,New York,35.2,2014,Index (2012=100),97.861
3828,North Carolina,39.8,2014,Index (2012=100),101.465
3838,North Dakota,34.9,2014,Index (2012=100),110.565
3848,Ohio,40.4,2014,Index (2012=100),104.263
3858,Oklahoma,39.0,2014,Index (2012=100),105.724
3868,Oregon,27.7,2014,Index (2012=100),99.823
3878,Pennsylvania,42.8,2014,Index (2012=100),102.714
3888,Rhode Island,37.0,2014,Index (2012=100),98.158
3898,South Carolina,38.1,2014,Index (2012=100),100.233
3908,South Dakota,33.2,2014,Index (2012=100),101.008
3918,Tennessee,38.1,2014,Index (2012=100),98.289
3928,Texas,37.7,2014,Index (2012=100),102.199
3938,Utah,41.4,2014,Index (2012=100),101.091
3948,Vermont,29.0,2014,Index (2012=100),98.541
3958,Virginia,31.8,2014,Index (2012=100),99.408
3968,Washington,25.2,2014,Index (2012=100),104.458
3978,West Virginia,35.3,2014,Index (2012=100),101.515
3988,Wisconsin,38.4,2014,Index (2012=100),100.641
3998,Wyoming,35.1,2014,Index (2012=100),96.994
4008,Alabama,39.3,2015,Index (2012=100),97.956
4018,Alaska,23.1,2015,Index (2012=100),93.023
4028,Arizona,40.5,2015,Index (2012=100),97.723
4038,Arkansas,35.1,2015,Index (2012=100),100.947
4048,California,49.4,2015,Index (2012=100),104.404
4058,Colorado,35.5,2015,Index (2012=100),105.162
4068,Connecticut,41.0,2015,Index (2012=100),99.079
4078,Delaware,43.7,2015,Index (2012=100),103.102
4088,Florida,34.7,2015,Index (2012=100),100.449
4098,Georgia,37.8,2015,Index (2012=100),103.527
4108,Hawaii,32.8,2015,Index (2012=100),101.593
4118,Idaho,24.8,2015,Index (2012=100),100.529
4128,Illinois,39.5,2015,Index (2012=100),100.354
4138,Indiana,40.0,2015,Index (2012=100),97.959
4148,Iowa,37.3,2015,Index (2012=100),105.036
4158,Kansas,32.2,2015,Index (2012=100),103.549
4168,Kentucky,39.3,2015,Index (2012=100),98.893
4178,Louisiana,36.7,2015,Index (2012=100),95.578
4188,Maine,33.8,2015,Index (2012=100),98.153
4198,Maryland,43.4,2015,Index (2012=100),104.055
4208,Massachusetts,36.2,2015,Index (2012=100),103.648
4218,Michigan,38.4,2015,Index (2012=100),99.537
4228,Minnesota,31.4,2015,Index (2012=100),103.300
4238,Mississippi,35.6,2015,Index (2012=100),96.374
4248,Missouri,39.0,2015,Index (2012=100),98.497
4258,Montana,28.5,2015,Index (2012=100),104.017
4268,Nebraska,26.0,2015,Index (2012=100),105.552
4278,Nevada,39.6,2015,Index (2012=100),95.720
4288,New Hampshire,37.4,2015,Index (2012=100),103.987
4298,New Jersey,39.6,2015,Index (2012=100),101.104
4308,New Mexico,30.2,2015,Index (2012=100),102.678
4318,New York,35.7,2015,Index (2012=100),97.662
4328,North Carolina,38.8,2015,Index (2012=100),101.374
4338,North Dakota,32.8,2015,Index (2012=100),108.845
4348,Ohio,39.1,2015,Index (2012=100),103.520
4358,Oklahoma,35.7,2015,Index (2012=100),111.122
4368,Oregon,28.9,2015,Index (2012=100),102.575
4378,Pennsylvania,42.6,2015,Index (2012=100),104.195
4388,Rhode Island,39.7,2015,Index (2012=100),99.344
4398,South Carolina,35.9,2015,Index (2012=100),100.207
4408,South Dakota,33.3,2015,Index (2012=100),100.682
4418,Tennessee,36.3,2015,Index (2012=100),100.324
4428,Texas,37.1,2015,Index (2012=100),104.903
4438,Utah,40.5,2015,Index (2012=100),101.572
4448,Vermont,29.0,2015,Index (2012=100),97.611
4458,Virginia,32.2,2015,Index (2012=100),100.607
4468,Washington,27.2,2015,Index (2012=100),106.054
4478,West Virginia,35.7,2015,Index (2012=100),102.012
4488,Wisconsin,37.6,2015,Index (2012=100),102.099
4498,Wyoming,34.8,2015,Index (2012=100),102.211
4508,Alabama,39.4,2016,Index (2012=100),98.047
4518,Alaska,24.1,2016,Index (2012=100),92.652
4528,Arizona,42.5,2016,Index (2012=100),97.743
4538,Arkansas,36.4,2016,Index (2012=100),99.775
4548,California,46.4,2016,Index (2012=100),104.717
4558,Colorado,35.2,2016,Index (2012=100),104.780
4568,Connecticut,40.2,2016,Index (2012=100),97.760
4578,Delaware,41.3,2016,Index (2012=100),94.489
4588,Florida,37.2,2016,Index (2012=100),100.529
4598,Georgia,38.5,2016,Index (2012=100),104.272
4608,Hawaii,31.8,2016,Index (2012=100),102.175
4618,Idaho,24.6,2016,Index (2012=100),101.434
4628,Illinois,38.4,2016,Index (2012=100),99.404
4638,Indiana,37.8,2016,Index (2012=100),98.862
4648,Iowa,35.6,2016,Index (2012=100),103.725
4658,Kansas,31.9,2016,Index (2012=100),107.820
4668,Kentucky,39.8,2016,Index (2012=100),98.305
4678,Louisiana,37.2,2016,Index (2012=100),94.217
4688,Maine,32.1,2016,Index (2012=100),98.690
4698,Maryland,41.2,2016,Index (2012=100),107.331
4708,Massachusetts,35.8,2016,Index (2012=100),103.625
4718,Michigan,36.7,2016,Index (2012=100),99.914
4728,Minnesota,28.6,2016,Index (2012=100),104.242
4738,Mississippi,36.9,2016,Index (2012=100),96.559
4748,Missouri,37.6,2016,Index (2012=100),97.178
4758,Montana,26.7,2016,Index (2012=100),98.999
4768,Nebraska,25.4,2016,Index (2012=100),105.365
4778,Nevada,36.8,2016,Index (2012=100),95.774
4788,New Hampshire,36.0,2016,Index (2012=100),105.642
4798,New Jersey,39.6,2016,Index (2012=100),100.557
4808,New Mexico,30.6,2016,Index (2012=100),100.439
4818,New York,34.8,2016,Index (2012=100),98.943
4828,North Carolina,39.1,2016,Index (2012=100),101.002
4838,North Dakota,29.9,2016,Index (2012=100),104.271
4848,Ohio,38.3,2016,Index (2012=100),104.529
4858,Oklahoma,36.2,2016,Index (2012=100),108.426
4868,Oregon,24.6,2016,Index (2012=100),103.265
4878,Pennsylvania,41.4,2016,Index (2012=100),104.311
4888,Rhode Island,37.0,2016,Index (2012=100),99.664
4898,South Carolina,37.3,2016,Index (2012=100),101.205
4908,South Dakota,30.9,2016,Index (2012=100),100.197
4918,Tennessee,36.6,2016,Index (2012=100),99.640
4928,Texas,36.2,2016,Index (2012=100),104.490
4938,Utah,39.5,2016,Index (2012=100),101.544
4948,Vermont,29.0,2016,Index (2012=100),99.351
4958,Virginia,30.0,2016,Index (2012=100),100.693
4968,Washington,24.1,2016,Index (2012=100),106.815
4978,West Virginia,35.4,2016,Index (2012=100),103.842
4988,Wisconsin,36.0,2016,Index (2012=100),100.831
4998,Wyoming,37.3,2016,Index (2012=100),98.926
5008,Alabama,38.4,2017,Index (2012=100),98.700
5018,Alaska,22.0,2017,Index (2012=100),94.148
5028,Arizona,44.2,2017,Index (2012=100),99.998
5038,Arkansas,37.1,2017,Index (2012=100),99.514
5048,California,49.0,2017,Index (2012=100),108.420
5058,Colorado,36.4,2017,Index (2012=100),105.990
5068,Connecticut,38.2,2017,Index (2012=100),101.803
5078,Delaware,41.3,2017,Index (2012=100),89.862
5088,Florida,37.0,2017,Index (2012=100),102.992
5098,Georgia,37.2,2017,Index (2012=100),105.372
5108,Hawaii,28.8,2017,Index (2012=100),105.547
5118,Idaho,28.4,2017,Index (2012=100),101.805
5128,Illinois,40.8,2017,Index (2012=100),99.632
